Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
k12,COL1A2,CD93,k12,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,382,0.5312934631432545,21.80700219942012,15679.23458138307,0.1473098036326441,0.259474741832197,17.02628415505974,0.01436060725537521,8801924.883083837,0.04340452262220687
k12,COL1A2,CD93,k14,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,341,0.5447284345047924,46.71261254162706,29242.09545105854,0.3155512031295091,0.4839257381100153,36.47187300142056,0.03076174691268013,16415771.20670139,0.08095032872543727
k12,COL1A2,CD93,k15,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,110,0.5641025641025641,79.51535415892938,15505.49406099123,0.537138993237847,0.2565995200577877,62.08331627701416,0.05236339967346888,8704391.35861877,0.04292356009124918
k14,COL1A2,CD93,k12,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,382,0.5312934631432545,21.80700219942012,15679.23458138307,0.1473098036326441,0.259474741832197,70.07762705108553,0.05910610150190848,31541519.46993129,0.1555392273345275
k14,COL1A2,CD93,k14,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,341,0.5447284345047924,46.71261254162706,29242.09545105854,0.3155512031295091,0.4839257381100153,150.1127486638695,0.1266107277403838,58825583.49540251,0.2900838627352778
k14,COL1A2,CD93,k15,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,110,0.5641025641025641,79.51535415892938,15505.49406099123,0.537138993237847,0.2565995200577877,255.5256005675374,0.2155198844343152,31192010.06127929,0.1538157078503218
k15,COL1A2,CD93,k12,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,382,0.5312934631432545,21.80700219942012,15679.23458138307,0.1473098036326441,0.259474741832197,87.55016371374694,0.07384309487536041,12274970.70348589,0.0605309918754626
k15,COL1A2,CD93,k14,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,341,0.5447284345047924,46.71261254162706,29242.09545105854,0.3155512031295091,0.4839257381100153,187.5405357470468,0.1581787284764452,22893073.198642,0.1128915466493002
k15,COL1A2,CD93,k15,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,110,0.5641025641025641,79.51535415892938,15505.49406099123,0.537138993237847,0.2565995200577877,319.2360972273371,0.269255709130063,12138952.59706949,0.05986025211621671
k12,COL1A2,ITGA11,k12,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,217,0.301808066759388,6.618337827471794,4758.58489795222,0.2768850037497194,0.4407856616609193,5.167409048443713,0.02699234331795465,2671348.94909251,0.07373392526768009
k12,COL1A2,ITGA11,k14,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,154,0.2460063897763578,6.187067777608213,3873.104428782742,0.2588423754514244,0.3587639886508083,4.830685717589032,0.02523344409701294,2174262.657372518,0.06001347010298836
k12,COL1A2,ITGA11,k15,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,62,0.3179487179487179,11.09743397757291,2163.999625626717,0.4642726207988562,0.2004503496882723,8.66455932669166,0.0452599664265566,1214814.540398804,0.03353101606822486
k14,COL1A2,ITGA11,k12,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,217,0.301808066759388,6.618337827471794,4758.58489795222,0.2768850037497194,0.4407856616609193,21.26827913944049,0.1110964289708725,9572724.83098733,0.2642240271664493
k14,COL1A2,ITGA11,k14,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,154,0.2460063897763578,6.187067777608213,3873.104428782742,0.2588423754514244,0.3587639886508083,19.88237650888788,0.1038570640863761,7791426.176796947,0.2150570540938706
k14,COL1A2,ITGA11,k15,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,62,0.3179487179487179,11.09743397757291,2163.999625626717,0.4642726207988562,0.2004503496882723,35.66202416969896,0.1862832206193588,4353263.290395152,0.1201577166598071
k15,COL1A2,ITGA11,k12,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,217,0.301808066759388,6.618337827471794,4758.58489795222,0.2768850037497194,0.4407856616609193,26.57112403663846,0.1387962314608922,3725404.445556895,0.1028277092267898
k15,COL1A2,ITGA11,k14,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,154,0.2460063897763578,6.187067777608213,3873.104428782742,0.2588423754514244,0.3587639886508083,24.83967268330223,0.1297518672680354,3032178.844450702,0.08369346445394923
k15,COL1A2,ITGA11,k15,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,62,0.3179487179487179,11.09743397757291,2163.999625626717,0.4642726207988562,0.2004503496882723,44.55367833937493,0.2327294337529408,1694153.618854732,0.04676161696024035
k12,COL1A2,ITGB1,k12,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,41,0.05702364394993046,1.054257419427973,758.0110845687126,0.2228755216990026,0.3723085537289426,0.8231340663705707,0.02172718824565025,425528.2100849966,0.06227918343288939
k12,COL1A2,ITGB1,k14,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,37,0.05910543130990415,1.30196151931566,815.027911091603,0.2752414614325875,0.4003132262899374,1.016534349109718,0.0268321213561986,457536.0113281893,0.06696376057175896
k12,COL1A2,ITGB1,k15,37,0.05146036161335188,0.7807714237545448,561.3746536795177,0.0974857538415242,0.1672784114388933,10,0.05128205128205128,2.374033227987206,462.9364794575052,0.50188301686841,0.22737821998112,1.853577303456169,0.04892644423967536,259880.8058310721,0.03803546743424499
k14,COL1A2,ITGB1,k12,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,41,0.05702364394993046,1.054257419427973,758.0110845687126,0.2228755216990026,0.3723085537289426,3.387896125239897,0.08942584188546719,1524871.718593726,0.2231761919026584
k14,COL1A2,ITGB1,k14,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,37,0.05910543130990415,1.30196151931566,815.027911091603,0.2752414614325875,0.4003132262899374,4.183902626831195,0.1104369794527581,1639571.025792101,0.2399632791587679
k14,COL1A2,ITGB1,k15,76,0.121405750798722,3.213537854045293,2011.674696632354,0.4012367136766074,0.5994387979201271,10,0.05128205128205128,2.374033227987206,462.9364794575052,0.50188301686841,0.22737821998112,7.629045644898227,0.2013738923383821,931277.6018727265,0.1362993268587008
k15,COL1A2,ITGB1,k12,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,41,0.05702364394993046,1.054257419427973,758.0110845687126,0.2228755216990026,0.3723085537289426,4.232604226077705,0.1117224915678851,593432.2755172246,0.08685317839339476
k15,COL1A2,ITGB1,k14,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,37,0.05910543130990415,1.30196151931566,815.027911091603,0.2752414614325875,0.4003132262899374,5.22707995912046,0.1379723606236308,638069.6506098345,0.09338618655941049
k15,COL1A2,ITGB1,k15,22,0.1128205128205128,4.014773003328033,782.8807356489664,0.5012775324818685,0.2332827906409795,10,0.05128205128205128,2.374033227987206,462.9364794575052,0.50188301686841,0.22737821998112,9.53120451272674,0.2515826802903525,362424.0515964343,0.05304342568817419
k12,COMP,CD47,k12,67,0.09318497913769123,1.791713973174502,1288.242346712467,0.1927687034581636,0.371515384882377,382,0.5312934631432545,33.72171009362373,24245.90955731547,0.2392511047634401,0.3604050982446888,60.41965917408529,0.04612012526618162,31234607.42629431,0.1338960387879465
k12,COMP,CD47,k14,67,0.09318497913769123,1.791713973174502,1288.242346712467,0.1927687034581636,0.371515384882377,390,0.6230031948881789,51.32069268174268,32126.75361877092,0.3641135751194783,0.4775504819435631,91.95200219087278,0.07018970178729847,41387044.47409869,0.1774173511000275
k12,COMP,CD47,k15,67,0.09318497913769123,1.791713973174502,1288.242346712467,0.1927687034581636,0.371515384882377,111,0.5692307692307692,55.90453298472598,10901.38393202156,0.3966353201170815,0.1620444198117481,100.1649329125284,0.07645887640468348,14043624.41900104,0.06020199499440308
k14,COMP,CD47,k12,42,0.0670926517571885,1.661770637392123,1040.268419007469,0.1787882307170726,0.3000023427694403,382,0.5312934631432545,33.72171009362373,24245.90955731547,0.2392511047634401,0.3604050982446888,56.03774767623351,0.04277528171776045,25222254.00258665,0.1081223738194569
k14,COMP,CD47,k14,42,0.0670926517571885,1.661770637392123,1040.268419007469,0.1787882307170726,0.3000023427694403,390,0.6230031948881789,51.32069268174268,32126.75361877092,0.3641135751194783,0.4775504819435631,85.28322018914481,0.06509922187567943,33420447.19484131,0.1432662633737443
k14,COMP,CD47,k15,42,0.0670926517571885,1.661770637392123,1040.268419007469,0.1787882307170726,0.3000023427694403,111,0.5692307692307692,55.90453298472598,10901.38393202156,0.3966353201170815,0.1620444198117481,92.90051141113706,0.07091372712363272,11340365.4279575,0.04861370557623915
k15,COMP,CD47,k12,25,0.1282051282051282,5.841146421505218,1139.023552193517,0.6284430658247638,0.3284822723481828,382,0.5312934631432545,33.72171009362373,24245.90955731547,0.2392511047634401,0.3604050982446888,196.9734462404066,0.1503556977794981,27616662.03013622,0.1183866856372855
k15,COMP,CD47,k14,25,0.1282051282051282,5.841146421505218,1139.023552193517,0.6284430658247638,0.3284822723481828,390,0.6230031948881789,51.32069268174268,32126.75361877092,0.3641135751194783,0.4775504819435631,299.7716804071303,0.2288246514565004,36593129.02729839,0.1568668674697915
k15,COMP,CD47,k15,25,0.1282051282051282,5.841146421505218,1139.023552193517,0.6284430658247638,0.3284822723481828,111,0.5692307692307692,55.90453298472598,10901.38393202156,0.3966353201170815,0.1620444198117481,326.5465627896525,0.2492627165887653,12416933.05007654,0.05322871924110593
k12,COMP,ITGA5,k12,67,0.09318497913769123,1.791713973174502,1288.242346712467,0.1927687034581636,0.371515384882377,124,0.172461752433936,3.120123911608608,2243.369092446589,0.05623818517813634,0.1334002361903935,5.590369610465028,0.01084096204162945,2890003.064195611,0.04956024009167403
k12,COMP,ITGA5,k14,67,0.09318497913769123,1.791713973174502,1288.242346712467,0.1927687034581636,0.371515384882377,179,0.2859424920127795,10.12339472076656,6337.245095199863,0.1824675439394068,0.3768394578237249,18.13822777715842,0.03517403186839493,8163907.493132344,0.1400016562122474
k12,COMP,ITGA5,k15,67,0.09318497913769123,1.791713973174502,1288.242346712467,0.1927687034581636,0.371515384882377,120,0.6153846153846154,42.23700410721024,8236.215800905997,0.7612942708824569,0.4897603059858815,75.67663044391742,0.1467537095481392,10610241.97138944,0.1819534885784555
k14,COMP,ITGA5,k12,42,0.0670926517571885,1.661770637392123,1040.268419007469,0.1787882307170726,0.3000023427694403,124,0.172461752433936,3.120123911608608,2243.369092446589,0.05623818517813634,0.1334002361903935,5.184930301336242,0.01005472562673809,2333706.019049634,0.04002038338311473
k14,COMP,ITGA5,k14,42,0.0670926517571885,1.661770637392123,1040.268419007469,0.1787882307170726,0.3000023427694403,179,0.2859424920127795,10.12339472076656,6337.245095199863,0.1824675439394068,0.3768394578237249,16.82276009770029,0.03262304934421624,6592435.936046401,0.1130527201950832
k14,COMP,ITGA5,k15,42,0.0670926517571885,1.661770637392123,1040.268419007469,0.1787882307170726,0.3000023427694403,120,0.6153846153846154,42.23700410721024,8236.215800905997,0.7612942708824569,0.4897603059858815,70.18821323677248,0.1361104557461183,8567875.189812819,0.1469292391912424
k15,COMP,ITGA5,k12,25,0.1282051282051282,5.841146421505218,1139.023552193517,0.6284430658247638,0.3284822723481828,124,0.172461752433936,3.120123911608608,2243.369092446589,0.05623818517813634,0.1334002361903935,18.22510062094548,0.0353424975097688,2555250.232559661,0.04381961271560475
k15,COMP,ITGA5,k14,25,0.1282051282051282,5.841146421505218,1139.023552193517,0.6284430658247638,0.3284822723481828,179,0.2859424920127795,10.12339472076656,6337.245095199863,0.1824675439394068,0.3768394578237249,59.13223084669038,0.1146704627267956,7218271.419455494,0.1237850814163944
k15,COMP,ITGA5,k15,25,0.1282051282051282,5.841146421505218,1139.023552193517,0.6284430658247638,0.3284822723481828,120,0.6153846153846154,42.23700410721024,8236.215800905997,0.7612942708824569,0.4897603059858815,246.7125253959323,0.4784301055881995,9381243.778180324,0.1608775782161837
k12,CP,SLC40A1,k12,5,0.006954102920723227,0.09032422132282031,64.9431151311078,0.05142587688615823,0.09750013424808861,337,0.4687065368567455,24.55564937988398,17655.51190413658,0.3898357310017125,0.5274422295200791,2.217969909314216,0.02004764430831957,1146603.942288986,0.05142568818631888
k12,CP,SLC40A1,k14,5,0.006954102920723227,0.09032422132282031,64.9431151311078,0.05142587688615823,0.09750013424808861,268,0.4281150159744409,19.31246432022035,12089.60266445794,0.3065970086657575,0.3611657944542289,1.744383301548653,0.01576702002130963,785136.4577272396,0.0352137134451049
k12,CP,SLC40A1,k15,5,0.006954102920723227,0.09032422132282031,64.9431151311078,0.05142587688615823,0.09750013424808861,69,0.3538461538461539,19.12162127566707,3728.716148755078,0.30356726033253,0.111391976025692,1.727145552154502,0.01561121255652903,242154.4421398219,0.01086073261666484
k14,CP,SLC40A1,k12,15,0.02396166134185303,0.6409631996883342,401.2429630048972,0.3649308470418277,0.6023924580781193,337,0.4687065368567455,24.55564937988398,17655.51190413658,0.3898357310017125,0.5274422295200791,15.73926759695529,0.142263083521625,7084149.909783998,0.317727221134804
k14,CP,SLC40A1,k14,15,0.02396166134185303,0.6409631996883342,401.2429630048972,0.3649308470418277,0.6023924580781193,268,0.4281150159744409,19.31246432022035,12089.60266445794,0.3065970086657575,0.3611657944542289,12.37857892455522,0.1118867060728854,4850867.994639004,0.2175635506950197
k14,CP,SLC40A1,k15,15,0.02396166134185303,0.6409631996883342,401.2429630048972,0.3649308470418277,0.6023924580781193,69,0.3538461538461539,19.12162127566707,3728.716148755078,0.30356726033253,0.111391976025692,12.25625555608009,0.1107810574473172,1496121.115730697,0.06710168624829552
k15,CP,SLC40A1,k12,7,0.03589743589743589,1.025108906907017,199.8962368468684,0.5836432760720142,0.3001074076737921,337,0.4687065368567455,24.55564937988398,17655.51190413658,0.3898357310017125,0.5274422295200791,25.17221489420485,0.227525003171768,3529270.389241991,0.1582893201989562
k15,CP,SLC40A1,k14,7,0.03589743589743589,1.025108906907017,199.8962368468684,0.5836432760720142,0.3001074076737921,268,0.4281150159744409,19.31246432022035,12089.60266445794,0.3065970086657575,0.3611657944542289,19.79737918898186,0.1789432825715624,2416666.077599016,0.1083885303141043
k15,CP,SLC40A1,k15,7,0.03589743589743589,1.025108906907017,199.8962368468684,0.5836432760720142,0.3001074076737921,69,0.3538461538461539,19.12162127566707,3728.716148755078,0.30356726033253,0.111391976025692,19.60174428418904,0.1771749903286838,745356.3264062881,0.03342955716073162
k12,JAG1,NOTCH3,k12,316,0.4394993045897079,10.20436301988921,7336.937011300341,0.3337509223870897,0.4594315414036999,610,0.8484005563282336,52.53683397121246,37773.98362530176,0.381771113479311,0.5172596560364339,536.1049257578994,0.1274164612644663,277145338.5247295,0.2376454010787664
k12,JAG1,NOTCH3,k14,316,0.4394993045897079,10.20436301988921,7336.937011300341,0.3337509223870897,0.4594315414036999,493,0.7875399361022364,43.30208957989683,27107.10807701541,0.3146646972285484,0.3711923407164188,441.870241593029,0.1050196329426823,198883144.5195728,0.1705374692525916
k12,JAG1,NOTCH3,k15,316,0.4394993045897079,10.20436301988921,7336.937011300341,0.3337509223870897,0.4594315414036999,128,0.6564102564102564,41.77451056236389,8146.029559660959,0.3035641892921406,0.1115480032471474,426.2822707565572,0.101314828179941,59766905.77142311,0.05124867107234182
k14,JAG1,NOTCH3,k12,260,0.415335463258786,10.81305912719759,6768.975013625693,0.3536593563453526,0.4238663381521947,610,0.8484005563282336,52.53683397121246,37773.98362530176,0.381771113479311,0.5172596560364339,568.0838920864835,0.1350169262643417,255691151.3247737,0.219248956278027
k14,JAG1,NOTCH3,k14,260,0.415335463258786,10.81305912719759,6768.975013625693,0.3536593563453526,0.4238663381521947,493,0.7875399361022364,43.30208957989683,27107.10807701541,0.3146646972285484,0.3711923407164188,468.2280549586312,0.1112841142864537,183487337.2649686,0.1573359382096102
k14,JAG1,NOTCH3,k15,260,0.415335463258786,10.81305912719759,6768.975013625693,0.3536593563453526,0.4238663381521947,128,0.6564102564102564,41.77451056236389,8146.029559660959,0.3035641892921406,0.1115480032471474,451.7102527205812,0.1073583157945572,55140270.54960135,0.04728144366455746
k15,JAG1,NOTCH3,k12,55,0.282051282051282,9.557363824752471,1863.685945826732,0.3125897212675577,0.1167021204441055,610,0.8484005563282336,52.53683397121246,37773.98362530176,0.381771113479311,0.5172596560364339,502.1136364634927,0.119337725950503,70398842.40036398,0.06036529867964048
k15,JAG1,NOTCH3,k14,55,0.282051282051282,9.557363824752471,1863.685945826732,0.3125897212675577,0.1167021204441055,493,0.7875399361022364,43.30208957989683,27107.10807701541,0.3146646972285484,0.3711923407164188,413.8538244870969,0.09836094999941238,50519136.35513991,0.04331893325421694
k15,JAG1,NOTCH3,k15,55,0.282051282051282,9.557363824752471,1863.685945826732,0.3125897212675577,0.1167021204441055,128,0.6564102564102564,41.77451056236389,8146.029559660959,0.3035641892921406,0.1115480032471474,399.2541960454767,0.09489104531764236,15181640.80462925,0.01301788851024806
k12,JAG1,CD46,k12,316,0.4394993045897079,10.20436301988921,7336.937011300341,0.3337509223870897,0.4594315414036999,322,0.4478442280945758,32.37976315076687,23281.04970540138,0.5730778652491945,0.6817860723310901,330.4148576884567,0.191265266126543,170811595.2454823,0.3132340261186471
k12,JAG1,CD46,k14,316,0.4394993045897079,10.20436301988921,7336.937011300341,0.3337509223870897,0.4594315414036999,213,0.3402555910543131,14.29781412655933,8950.431643226138,0.2530519065018033,0.2621135950879088,145.9000857383115,0.08445630720678844,65668753.19029958,0.1204232530141032
k12,JAG1,CD46,k15,316,0.4394993045897079,10.20436301988921,7336.937011300341,0.3337509223870897,0.4594315414036999,50,0.2564102564102564,9.823929959717434,1915.6663421449,0.1738702282490024,0.05610033258100121,100.2469475909223,0.05802934905375836,14055123.28698526,0.02577426227094959
k14,JAG1,CD46,k12,260,0.415335463258786,10.81305912719759,6768.975013625693,0.3536593563453526,0.4238663381521947,322,0.4478442280945758,32.37976315076687,23281.04970540138,0.5730778652491945,0.6817860723310901,350.124293473896,0.2026743489597988,157588843.7468398,0.2889861658821465
k14,JAG1,CD46,k14,260,0.415335463258786,10.81305912719759,6768.975013625693,0.3536593563453526,0.4238663381521947,213,0.3402555910543131,14.29781412655933,8950.431643226138,0.2530519065018033,0.2621135950879088,154.603109540167,0.08949417437539212,60585248.15416249,0.111101129729819
