Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
k15,CTF1,IL6ST,k14,0.3200707338638373,35.897327187186214,0.351015033724083,0.4453125,48.49175369984614,0.345078235464475,1740.724348443825,0.1211276484590098
k15,CTF1,IL6ST,k15,0.3200707338638373,35.897327187186214,0.351015033724083,0.3651635720601238,59.627076485060854,0.424319699112787,2140.452673799606,0.1489425934938677
k12,EFNB3,EPHA4,k12,0.2569027611044418,15.18547593844497,0.350360455116688,0.6206482593037215,61.611369364803274,0.3119774686515244,935.5979670238654,0.1093045679029004
k12,EFNB3,EPHA4,k14,0.2569027611044418,15.18547593844497,0.350360455116688,0.5572916666666666,50.05610287995893,0.2534658201570673,760.1257458559422,0.08880440010675468
k12,EFNB3,EPHA4,k15,0.2569027611044418,15.18547593844497,0.350360455116688,0.4597701149425287,85.8191271276512,0.4345567111914083,1303.204290055297,0.152251487107033
k14,EFNB3,EPHA4,k12,0.2135416666666667,12.43735438774817,0.2869555858112414,0.6206482593037215,61.611369364803274,0.3119774686515244,766.2824351045093,0.08952367727680638
k14,EFNB3,EPHA4,k14,0.2135416666666667,12.43735438774817,0.2869555858112414,0.5572916666666666,50.05610287995893,0.2534658201570673,622.5654907876311,0.07273343290629798
k14,EFNB3,EPHA4,k15,0.2135416666666667,12.43735438774817,0.2869555858112414,0.4597701149425287,85.8191271276512,0.4345567111914083,1067.3628973338111,0.12469847562813699
k12,EFNB3,EPHB3,k12,0.2569027611044418,15.18547593844497,0.350360455116688,0.3169267707082833,23.42253853092197,0.5303125263720231,355.68239527861573,0.1858005380937826
k14,EFNB3,EPHB3,k12,0.2135416666666667,12.43735438774817,0.2869555858112414,0.3169267707082833,23.42253853092197,0.5303125263720231,291.31441236976286,0.1521761416681233
k12,EFNB3,EPHB4,k12,0.2569027611044418,15.18547593844497,0.350360455116688,0.3169267707082833,15.83834705123955,0.2005385992037938,240.512838051339,0.07026079488550427
k12,EFNB3,EPHB4,k14,0.2569027611044418,15.18547593844497,0.350360455116688,0.4296875,29.71099563518144,0.3761883374795107,451.1756093252912,0.1318015171289116
k12,EFNB3,EPHB4,k15,0.2569027611044418,15.18547593844497,0.350360455116688,0.2802829354553493,33.42970231600326,0.4232730633166955,507.6459401490455,0.1482981431022721
k14,EFNB3,EPHB4,k12,0.2135416666666667,12.43735438774817,0.2869555858112414,0.3169267707082833,15.83834705123955,0.2005385992037938,196.9871351924125,0.057545671212290386
k14,EFNB3,EPHB4,k14,0.2135416666666667,12.43735438774817,0.2869555858112414,0.4296875,29.71099563518144,0.3761883374795107,369.52618192759064,0.10794934475679
k14,EFNB3,EPHB4,k15,0.2135416666666667,12.43735438774817,0.2869555858112414,0.2802829354553493,33.42970231600326,0.4232730633166955,415.7770547810583,0.121460569842161
k12,EFNB3,EPHB6,k12,0.2569027611044418,15.18547593844497,0.350360455116688,0.5366146458583433,39.82247429795557,0.2592010665594246,604.7232252609475,0.09081380364649094
k12,EFNB3,EPHB6,k14,0.2569027611044418,15.18547593844497,0.350360455116688,0.6041666666666666,50.261086221510666,0.3271450954447496,763.2385154568582,0.1146187045292148
k12,EFNB3,EPHB6,k15,0.2569027611044418,15.18547593844497,0.350360455116688,0.4482758620689655,63.5518964119035,0.4136538379958259,965.0657938055076,0.1449279469409823
k14,EFNB3,EPHB6,k12,0.2135416666666667,12.43735438774817,0.2869555858112414,0.5366146458583433,39.82247429795557,0.2592010665594246,495.28622544066667,0.07437919389745824
k14,EFNB3,EPHB6,k14,0.2135416666666667,12.43735438774817,0.2869555858112414,0.6041666666666666,50.261086221510666,0.3271450954447496,625.114941250095,0.0938761125086226
k14,EFNB3,EPHB6,k15,0.2135416666666667,12.43735438774817,0.2869555858112414,0.4482758620689655,63.5518964119035,0.4136538379958259,790.4174576883053,0.1187002794051605
k12,EREG,EGFR,k12,0.4237695078031212,196.27455424880242,0.5618705109240091,0.4933973589435774,73.52501758965009,0.3325361162479211,14431.09005354393,0.1868422375369051
k12,EREG,EGFR,k14,0.4237695078031212,196.27455424880242,0.5618705109240091,0.5052083333333334,67.43833015781527,0.3050074808833739,13236.42819100876,0.1713747091195863
k12,EREG,EGFR,k15,0.4237695078031212,196.27455424880242,0.5618705109240091,0.4217506631299735,80.14050833664723,0.3624564028687047,15729.542551047869,0.2036535642675176
k14,EREG,EGFR,k12,0.25,48.80339224139637,0.1397083133799323,0.4933973589435774,73.52501758965009,0.3325361162479211,3588.2702729832613,0.04645805993891014
k14,EREG,EGFR,k14,0.25,48.80339224139637,0.1397083133799323,0.5052083333333334,67.43833015781527,0.3050074808833739,3291.219278796649,0.042612080722478116
k14,EREG,EGFR,k15,0.25,48.80339224139637,0.1397083133799323,0.4217506631299735,80.14050833664723,0.3624564028687047,3911.1286627782924,0.05063817271854398
k15,EREG,EGFR,k12,0.2192749778956675,104.24551938457078,0.2984211756960587,0.4933973589435774,73.52501758965009,0.3325361162479211,7664.653646392775,0.09923581877210584
k15,EREG,EGFR,k14,0.2192749778956675,104.24551938457078,0.2984211756960587,0.5052083333333334,67.43833015781527,0.3050074808833739,7030.143753729615,0.09102069104130962
k15,EREG,EGFR,k15,0.2192749778956675,104.24551938457078,0.2984211756960587,0.4217506631299735,80.14050833664723,0.3624564028687047,8354.288915297315,0.1081646658826432
k12,CXCL10,SDC4,k12,0.25570228091236497,14.60642467804435,0.3398444920845544,0.6938775510204082,193.77096557505058,0.5588632557355168,2830.301013463902,0.1899265992901571
k12,CXCL10,SDC4,k14,0.25570228091236497,14.60642467804435,0.3398444920845544,0.7135416666666666,106.123633024034,0.3060757781037205,1550.0868523259728,0.1040181673490437
k12,CXCL10,SDC4,k15,0.25570228091236497,14.60642467804435,0.3398444920845544,0.3483642793987621,46.82879676894641,0.1350609661607628,684.0012927690625,0.04589972544535361
k12,ALCAM,NRP1,k12,0.4825930372148859,62.885173674733565,0.2889095834214606,0.4777911164465786,5016.633269416278,0.6142451311434128,315471.8544096891,0.1774613049573038
k12,ALCAM,NRP1,k14,0.4825930372148859,62.885173674733565,0.2889095834214606,0.5364583333333334,2137.856595328889,0.2617628066953358,134439.4832889318,0.07562578343758178
k12,ALCAM,NRP1,k15,0.4825930372148859,62.885173674733565,0.2889095834214606,0.4465075154730327,1012.662001933616,0.1239920621612514,63681.42586539881,0.03582249502657497
k14,ALCAM,NRP1,k12,0.4375,75.86386795549208,0.3485368204774187,0.4777911164465786,5016.633269416278,0.6142451311434128,380581.20393212506,0.2140870450024602
k14,ALCAM,NRP1,k14,0.4375,75.86386795549208,0.3485368204774187,0.5364583333333334,2137.856595328889,0.2617628066953358,162186.0704558087,0.09123397636483753
k14,ALCAM,NRP1,k15,0.4375,75.86386795549208,0.3485368204774187,0.4465075154730327,1012.662001933616,0.1239920621612514,76824.4563982361,0.043215799110121016
k15,ALCAM,NRP1,k12,0.3916887709991158,78.91481337245466,0.3625535961011208,0.4777911164465786,5016.633269416278,0.6142451311434128,395886.6782140327,0.2226967811836489
k15,ALCAM,NRP1,k14,0.3916887709991158,78.91481337245466,0.3625535961011208,0.5364583333333334,2137.856595328889,0.2617628066953358,168708.55423745062,0.09490304689291652
k15,ALCAM,NRP1,k15,0.3916887709991158,78.91481337245466,0.3625535961011208,0.4465075154730327,1012.662001933616,0.1239920621612514,79914.03289196762,0.044953768024555384
k12,ALCAM,CHL1,k12,0.4825930372148859,62.885173674733565,0.2889095834214606,0.5126050420168067,113.3666661942503,0.4993763228659429,7129.082492550978,0.1442746054097404
k12,ALCAM,CHL1,k14,0.4825930372148859,62.885173674733565,0.2889095834214606,0.5078125,76.65404991957081,0.3376584922769752,4820.403242063906,0.09755277434245936
k12,ALCAM,CHL1,k15,0.4825930372148859,62.885173674733565,0.2889095834214606,0.2670203359858532,36.99578627787012,0.1629651848570818,2326.4864453171867,0.047082203669260816
k14,ALCAM,CHL1,k12,0.4375,75.86386795549208,0.3485368204774187,0.5126050420168067,113.3666661942503,0.4993763228659429,8600.433794714954,0.1740510357934006
k14,ALCAM,CHL1,k14,0.4375,75.86386795549208,0.3485368204774187,0.5078125,76.65404991957081,0.3376584922769752,5815.2727213520175,0.117686417305416
k14,ALCAM,CHL1,k15,0.4375,75.86386795549208,0.3485368204774187,0.2670203359858532,36.99578627787012,0.1629651848570818,2806.6434450939446,0.05679936737860208
k15,ALCAM,CHL1,k12,0.3916887709991158,78.91481337245466,0.3625535961011208,0.5126050420168067,113.3666661942503,0.4993763228659429,8946.30930537663,0.1810506816628019
k15,ALCAM,CHL1,k14,0.3916887709991158,78.91481337245466,0.3625535961011208,0.5078125,76.65404991957081,0.3376584922769752,6049.140043645753,0.1224193006290999
k15,ALCAM,CHL1,k15,0.3916887709991158,78.91481337245466,0.3625535961011208,0.2670203359858532,36.99578627787012,0.1629651848570818,2919.51556968534,0.05908361380921893
k12,BGN,TLR2,k12,0.3361344537815126,19.603557633817328,0.4708407878510977,0.2845138055222089,18.444051577533873,0.302778692829971,361.56902810128463,0.14256055827658898
k12,BGN,TLR2,k14,0.3361344537815126,19.603557633817328,0.4708407878510977,0.2630208333333333,20.223692159479512,0.3319933828260134,396.4563148169362,0.1563160259311512
k14,BGN,TLR2,k12,0.2265625,13.21867845764452,0.3174879323236251,0.2845138055222089,18.444051577533873,0.302778692829971,243.8059872596315,0.09612858113823752
k14,BGN,TLR2,k14,0.2265625,13.21867845764452,0.3174879323236251,0.2630208333333333,20.223692159479512,0.3319933828260134,267.3304838825462,0.1054038926585567
k12,BGN,FGFR3,k12,0.3361344537815126,19.603557633817328,0.4708407878510977,0.9027611044417768,470.0789229543904,0.3884473992869195,9215.219258579167,0.1828968795189631
k12,BGN,FGFR3,k14,0.3361344537815126,19.603557633817328,0.4708407878510977,0.8489583333333334,465.22577320416536,0.3844370229293141,9120.080257745085,0.1810086307551688
k12,BGN,FGFR3,k15,0.3361344537815126,19.603557633817328,0.4708407878510977,0.7506631299734748,274.84350876526,0.2271155777837663,5387.9105643603525,0.1069352775769658
k14,BGN,FGFR3,k12,0.2265625,13.21867845764452,0.3174879323236251,0.9027611044417768,470.0789229543904,0.3884473992869195,6213.822132249939,0.1233273616160937
k14,BGN,FGFR3,k14,0.2265625,13.21867845764452,0.3174879323236251,0.8489583333333334,465.22577320416536,0.3844370229293141,6149.669906194917,0.122054115518478
k14,BGN,FGFR3,k15,0.2265625,13.21867845764452,0.3174879323236251,0.7506631299734748,274.84350876526,0.2271155777837663,3633.0679685387768,0.07210645518905341
k12,BSG,SLC16A1,k12,0.25570228091236497,13.03803008873381,0.3816823064784259,0.2917166866746699,22.06876928767698,0.4406080603235801,287.7332779940569,0.1681723007172894
k12,BSG,SLC16A1,k14,0.25570228091236497,13.03803008873381,0.3816823064784259,0.21875,12.938893610224302,0.2583279902027646,168.69768420503001,0.0985992231285274
k12,BSG,SLC16A7,k12,0.25570228091236497,13.03803008873381,0.3816823064784259,0.4357743097238895,51.77256236117822,0.4041451803198252,675.0122258358891,0.1542550645766102
k12,BSG,SLC16A7,k14,0.25570228091236497,13.03803008873381,0.3816823064784259,0.34375,34.581139068325875,0.2699460881795818,450.86993167552083,0.1030336455612113
k12,BSG,SLC16A7,k15,0.25570228091236497,13.03803008873381,0.3816823064784259,0.2785145888594164,41.7501703529266,0.325908731500593,544.3399772712191,0.1243935963406044
k12,CD47,SIRPA,k12,0.3505402160864346,21.630767886800708,0.2218833826754192,0.4909963985594238,55.8942193397518,0.3558927834233813,1209.034884752098,0.07896669465575021
k12,CD47,SIRPA,k14,0.3505402160864346,21.630767886800708,0.2218833826754192,0.4739583333333333,42.32409534348704,0.2694883348510698,915.5026823937908,0.05979498332832142
k12,CD47,SIRPA,k15,0.3505402160864346,21.630767886800708,0.2218833826754192,0.4332449160035367,58.835219254981745,0.3746188817255489,1272.650971273538,0.08312170469134758
k14,CD47,SIRPA,k12,0.4322916666666667,34.98719268064171,0.3588904796595109,0.4909963985594238,55.8942193397518,0.3558927834233813,1955.5818217739459,0.1277265317501757
k14,CD47,SIRPA,k14,0.4322916666666667,34.98719268064171,0.3588904796595109,0.4739583333333333,42.32409534348704,0.2694883348510698,1480.801278816432,0.0967167977573433
k14,CD47,SIRPA,k15,0.4322916666666667,34.98719268064171,0.3588904796595109,0.4332449160035367,58.835219254981745,0.3746188817255489,2058.479152481847,0.1344471501519918
k15,CD47,SIRPA,k12,0.3121131741821397,40.8691411072384,0.4192261376650698,0.4909963985594238,55.8942193397518,0.3558927834233813,2284.3487372752497,0.1491995570174553
k15,CD47,SIRPA,k14,0.3121131741821397,40.8691411072384,0.4192261376650698,0.4739583333333333,42.32409534348704,0.2694883348510698,1729.749424829184,0.11297655376540501
k15,CD47,SIRPA,k15,0.3121131741821397,40.8691411072384,0.4192261376650698,0.4332449160035367,58.835219254981745,0.3746188817255489,2404.5448778071577,0.1570500268822095
k14,DSG2,DSC1,k12,0.3567708333333333,26.87082233546842,0.4406368054811196,0.38295318127250894,22.78086961447572,0.3208798746241417,612.1407000580479,0.14139148289756398
k14,DSG2,DSC1,k14,0.3567708333333333,26.87082233546842,0.4406368054811196,0.3802083333333333,24.440559897558998,0.3442574374197369,656.7379427866821,0.1516924974877493
k14,DSG2,DSC1,k15,0.3567708333333333,26.87082233546842,0.4406368054811196,0.2051282051282051,23.77357957402834,0.3348626879561214,638.8156330118362,0.1475528250958063
k12,HBEGF,CD44,k12,0.3253301320528211,65.57157214846318,0.4537345838953245,0.5138055222088835,93.49667801739344,0.1931849613202574,6130.724168259146,0.08765469803948134
k12,HBEGF,CD44,k14,0.3253301320528211,65.57157214846318,0.4537345838953245,0.5572916666666666,120.28735668076271,0.2485404705327195,7887.431087140553,0.1127714069783117
k12,HBEGF,CD44,k15,0.3253301320528211,65.57157214846318,0.4537345838953245,0.5446507515473032,270.1908947084704,0.5582745681470229,17716.84174623428,0.2533084788775314
k14,HBEGF,CD44,k12,0.3072916666666667,49.134900612443246,0.3399980045262279,0.5138055222088835,93.49667801739344,0.1931849613202574,4593.949981978234,0.06568250135336404
k14,HBEGF,CD44,k14,0.3072916666666667,49.134900612443246,0.3399980045262279,0.5572916666666666,120.28735668076271,0.2485404705327195,5910.307315442786,0.0845032640251344
k14,HBEGF,CD44,k15,0.3072916666666667,49.134900612443246,0.3399980045262279,0.5446507515473032,270.1908947084704,0.5582745681470229,13275.80275788781,0.1898122391477295
k12,HBEGF,ERBB2,k12,0.3253301320528211,65.57157214846318,0.4537345838953245,0.4321728691476591,41.87755035021602,0.4954271584889381,2745.976814190089,0.2247924356074213
