Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
k12,AGT,LRP2,k12,0.30494505494505497,15.39522424338853,0.2426430425446406,0.5128205128205128,75.49442476538601,0.4071911224023314,1162.2535983887421,0.09880209283686883
k12,AGT,LRP2,k14,0.30494505494505497,15.39522424338853,0.2426430425446406,0.5125628140703518,71.89297994365049,0.3877661600453107,1106.808547757933,0.09408876086924624
k12,AGT,LRP2,k15,0.30494505494505497,15.39522424338853,0.2426430425446406,0.3695054945054945,38.0155194018497,0.20504271755235798,585.2574459203636,0.049752188838525516
k14,AGT,LRP2,k12,0.3517587939698493,20.431051173066148,0.3220123553021316,0.5128205128205128,75.49442476538601,0.4071911224023314,1542.430455662794,0.1311205723828933
k14,AGT,LRP2,k14,0.3517587939698493,20.431051173066148,0.3220123553021316,0.5125628140703518,71.89297994365049,0.3877661600453107,1468.849152212941,0.1248654945026538
k14,AGT,LRP2,k15,0.3517587939698493,20.431051173066148,0.3220123553021316,0.3695054945054945,38.0155194018497,0.20504271755235798,776.6970222698802,0.06602628841658452
k15,AGT,LRP2,k12,0.3118131868131868,27.62175953206924,0.4353446021532278,0.5128205128205128,75.49442476538601,0.4071911224023314,2085.288846881385,0.1772684571825693
k15,AGT,LRP2,k14,0.3118131868131868,27.62175953206924,0.4353446021532278,0.5125628140703518,71.89297994365049,0.3877661600453107,1985.81060404739,0.1688119046734106
k15,AGT,LRP2,k15,0.3118131868131868,27.62175953206924,0.4353446021532278,0.3695054945054945,38.0155194018497,0.20504271755235798,1050.055535404605,0.08926424029724796
k12,COMP,CD47,k12,0.2463369963369964,16.02059023602202,0.3747533146663273,0.3782051282051282,61.920081010326854,0.3891952939160834,991.9962452477347,0.1458522264475877
k12,COMP,CD47,k14,0.2463369963369964,16.02059023602202,0.3747533146663273,0.2989949748743719,31.618090068711354,0.1987337816193266,506.54046503646185,0.07447614339801667
k12,COMP,CD47,k15,0.2463369963369964,16.02059023602202,0.3747533146663273,0.4395604395604396,65.55954150450036,0.4120709244645899,1050.3025505050791,0.1544249448207229
k14,COMP,CD47,k12,0.2587939698492462,18.85312813214441,0.441011982408985,0.3782051282051282,61.920081010326854,0.3891952939160834,1167.387221240454,0.1716397881141795
k14,COMP,CD47,k14,0.2587939698492462,18.85312813214441,0.441011982408985,0.2989949748743719,31.618090068711354,0.1987337816193266,596.0999033590978,0.08764397900357355
k14,COMP,CD47,k15,0.2587939698492462,18.85312813214441,0.441011982408985,0.4395604395604396,65.55954150450036,0.4120709244645899,1236.002436268985,0.1817282152912319
k12,COMP,ITGA5,k12,0.2463369963369964,16.02059023602202,0.3747533146663273,0.6703296703296703,59.05327498436984,0.3530396349688454,946.0683206197187,0.132302773413165
k12,COMP,ITGA5,k14,0.2463369963369964,16.02059023602202,0.3747533146663273,0.5854271356783921,60.429149422003995,0.3612650586960459,968.1106412012728,0.1353852782194685
k12,COMP,ITGA5,k15,0.2463369963369964,16.02059023602202,0.3747533146663273,0.4134615384615384,47.788525184260905,0.2856953063351086,765.6003799608627,0.1070652630336937
k14,COMP,ITGA5,k12,0.2587939698492462,18.85312813214441,0.441011982408985,0.6703296703296703,59.05327498436984,0.3530396349688454,1113.3389599030832,0.155694709286555
k14,COMP,ITGA5,k14,0.2587939698492462,18.85312813214441,0.441011982408985,0.5854271356783921,60.429149422003995,0.3612650586960459,1139.278496969541,0.1593222197106415
k14,COMP,ITGA5,k15,0.2587939698492462,18.85312813214441,0.441011982408985,0.4134615384615384,47.788525184260905,0.2856953063351086,900.9631885450807,0.1259950534117885
k14,JAG1,NOTCH3,k12,0.2236180904522613,13.31204026277894,0.3852602612443601,0.5210622710622711,48.574776127400554,0.3481056436105366,646.6293755634294,0.1341112711980314
k14,JAG1,NOTCH3,k14,0.2236180904522613,13.31204026277894,0.3852602612443601,0.5125628140703518,51.32141474546421,0.3677891188652432,683.1927394343962,0.1416945320168566
k14,JAG1,NOTCH3,k15,0.2236180904522613,13.31204026277894,0.3852602612443601,0.3296703296703297,39.64413838920949,0.2841052375242201,527.744366420337,0.10945445802947198
k12,IL1B,IL1R1,k12,0.3305860805860806,17.12181079642541,0.24991111058758803,0.532051282051282,35.58322059491756,0.3113084482799847,609.2491705536464,0.07779944004494968
k12,IL1B,IL1R1,k14,0.3305860805860806,17.12181079642541,0.24991111058758803,0.5477386934673367,43.05417327093133,0.3766698924061311,737.1654087414023,0.0941339911361235
k12,IL1B,IL1R1,k15,0.3305860805860806,17.12181079642541,0.24991111058758803,0.3736263736263736,35.664742139514885,0.3120216593138843,610.644967016074,0.07797767940651483
k14,IL1B,IL1R1,k12,0.4371859296482412,28.795826236812466,0.4203058310065796,0.532051282051282,35.58322059491756,0.3113084482799847,1024.648237197413,0.1308447560536878
k14,IL1B,IL1R1,k14,0.4371859296482412,28.795826236812466,0.4203058310065796,0.5477386934673367,43.05417327093133,0.3766698924061311,1239.780492279354,0.1583165521429179
k14,IL1B,IL1R1,k15,0.4371859296482412,28.795826236812466,0.4203058310065796,0.3736263736263736,35.664742139514885,0.3120216593138843,1026.995717430194,0.131144522809974
k15,IL1B,IL1R1,k12,0.2925824175824176,22.593965977003695,0.3297830584058323,0.532051282051282,35.58322059491756,0.3113084482799847,803.9660754737845,0.1026642521813472
k15,IL1B,IL1R1,k14,0.2925824175824176,22.593965977003695,0.3297830584058323,0.5477386934673367,43.05417327093133,0.3766698924061311,972.7645260514439,0.1242193491270897
k15,IL1B,IL1R1,k15,0.2925824175824176,22.593965977003695,0.3297830584058323,0.3736263736263736,35.664742139514885,0.3120216593138843,805.807970478809,0.1028994570973954
k12,CD14,ITGB1,k12,0.4093406593406593,25.19936586753614,0.3517318364435297,0.4990842490842491,82.35420663251385,0.3111587195593252,2075.2737836633883,0.1094444278560187
k12,CD14,ITGB1,k14,0.4093406593406593,25.19936586753614,0.3517318364435297,0.5201005025125628,74.63397120193812,0.2819893708459825,1880.728746464795,0.09918463926521294
k12,CD14,ITGB1,k15,0.4093406593406593,25.19936586753614,0.3517318364435297,0.5096153846153846,107.68127044309271,0.4068519095946923,2713.499730976599,0.143102769322298
k14,CD14,ITGB1,k12,0.4296482412060301,30.60437200243096,0.4271747163877533,0.4990842490842491,82.35420663251385,0.3111587195593252,2520.398775746521,0.1329191377793312
k14,CD14,ITGB1,k14,0.4296482412060301,30.60437200243096,0.4271747163877533,0.5201005025125628,74.63397120193812,0.2819893708459825,2284.125818682834,0.1204587295154936
k14,CD14,ITGB1,k15,0.4296482412060301,30.60437200243096,0.4271747163877533,0.5096153846153846,107.68127044309271,0.4068519095946923,3295.517658334782,0.1737968490929286
k15,CD14,ITGB1,k12,0.2142857142857143,15.839949896073051,0.22109344716871698,0.4990842490842491,82.35420663251385,0.3111587195593252,1304.486506789867,0.06879515392397527
k15,CD14,ITGB1,k14,0.2142857142857143,15.839949896073051,0.22109344716871698,0.5201005025125628,74.63397120193812,0.2819893708459825,1182.198364383659,0.06234600206527596
k15,CD14,ITGB1,k15,0.2142857142857143,15.839949896073051,0.22109344716871698,0.5096153846153846,107.68127044309271,0.4068519095946923,1705.665928564081,0.08995229117946572
k12,IL6,IL6R,k12,0.4358974358974359,63.51840801836074,0.4136047585363616,0.7243589743589743,74.9414752300993,0.3012064739725081,4760.163201163322,0.1245804309369881
k12,IL6,IL6R,k14,0.4358974358974359,63.51840801836074,0.4136047585363616,0.7110552763819096,71.2888486772121,0.2865257546331104,4528.154177438334,0.1185084155594764
k12,IL6,IL6R,k15,0.4358974358974359,63.51840801836074,0.4136047585363616,0.6222527472527473,102.57400702795059,0.4122677713943815,6515.337630479571,0.1705159120398971
k14,IL6,IL6R,k12,0.4296482412060301,57.411887874512,0.373841706086056,0.7243589743589743,74.9414752300993,0.3012064739725081,4302.531573060978,0.1126035421140477
