Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand detection rate,Ligand average expression value,Ligand derived specificity of average expression value,Receptor detection rate,Receptor average expression value,Receptor derived specificity of average expression value,Edge average expression weight,Edge average expression derived specificity
k12,GAS6,TYRO3,k12,0.4264285714285714,19.78679580690666,0.3649535763396725,0.4428571428571428,28.20841559762763,0.3960320868294752,558.1541594666188,0.1445333264336807
k12,GAS6,TYRO3,k14,0.4264285714285714,19.78679580690666,0.3649535763396725,0.4581673306772908,31.830717791052948,0.4468874031028877,629.8279133188357,0.1630931559835477
k14,GAS6,TYRO3,k12,0.4581673306772908,22.564542976275447,0.4161871754287524,0.4428571428571428,28.20841559762763,0.3960320868294752,636.5100060453075,0.1648234755967137
k14,GAS6,TYRO3,k14,0.4581673306772908,22.564542976275447,0.4161871754287524,0.4581673306772908,31.830717791052948,0.4468874031028877,718.2455995619099,0.1859888060320811
k12,KITLG,KIT,k12,0.5042857142857143,50.91387477127954,0.3404061932142997,0.4964285714285714,51.9687925792678,0.515226653437092,2645.932597395442,0.1753863437390637
k12,KITLG,KIT,k14,0.5042857142857143,50.91387477127954,0.3404061932142997,0.5205843293492696,38.92302264783363,0.3858888710933759,1981.721900811479,0.1313589616126597
k14,KITLG,KIT,k12,0.5922974767596282,58.555925151712344,0.39150034564409003,0.4964285714285714,51.9687925792678,0.515226653437092,3043.080728496469,0.2017114129056693
k14,KITLG,KIT,k14,0.5922974767596282,58.555925151712344,0.39150034564409003,0.5205843293492696,38.92302264783363,0.3858888710933759,2279.1736008449498,0.1510756264132644
k15,KITLG,KIT,k12,0.3207885304659498,40.098203791990976,0.2680934611416103,0.4964285714285714,51.9687925792678,0.515226653437092,2083.855235667189,0.1381288967923589
k15,KITLG,KIT,k14,0.3207885304659498,40.098203791990976,0.2680934611416103,0.5205843293492696,38.92302264783363,0.3858888710933759,1560.743294333113,0.1034542830674518
k14,NPY,FAP,k12,0.2456839309428951,9.038177281931883,0.5584891338250156,0.3564285714285714,23.543530335357424,0.3685157796534958,212.7906010135016,0.2058120585795312
k14,NPY,FAP,k14,0.2456839309428951,9.038177281931883,0.5584891338250156,0.300132802124834,18.90097045386677,0.2958479787780162,170.8303217626044,0.1652278814116158
k14,NPY,FAP,k15,0.2456839309428951,9.038177281931883,0.5584891338250156,0.2267025089605735,21.44294076753814,0.33563624156848804,193.8051001029743,0.1874491938338686
k12,VCAM1,ITGB7,k12,0.6414285714285715,72.59267624952194,0.3325286920562516,0.2785714285714286,9.305744440367755,0.2563156356809977,675.5288934204053,0.08523230308656889
k12,VCAM1,ITGB7,k14,0.6414285714285715,72.59267624952194,0.3325286920562516,0.3625498007968128,14.83728890759958,0.4086754329547986,1077.07851009,0.1358963071959815
k14,VCAM1,ITGB7,k12,0.6786188579017264,87.40880313128235,0.4003976224755747,0.2785714285714286,9.305744440367755,0.2563156356809977,813.4039837781304,0.1026281711299871
k14,VCAM1,ITGB7,k14,0.6786188579017264,87.40880313128235,0.4003976224755747,0.3625498007968128,14.83728890759958,0.4086754329547986,1296.909665126331,0.1636326717192775
k15,VCAM1,ITGB7,k12,0.3826164874551971,58.30352101068655,0.2670736854681737,0.2785714285714286,9.305744440367755,0.2563156356809977,542.5576664990612,0.06845516146444179
k15,VCAM1,ITGB7,k14,0.3826164874551971,58.30352101068655,0.2670736854681737,0.3625498007968128,14.83728890759958,0.4086754329547986,865.0661855658586,0.1091464540395396
k12,VCAM1,ITGB1,k12,0.6414285714285715,72.59267624952194,0.3325286920562516,0.6492857142857142,92.02863354564761,0.2509194170151416,6680.604800665092,0.0834379055515622
k12,VCAM1,ITGB1,k14,0.6414285714285715,72.59267624952194,0.3325286920562516,0.548472775564409,125.66678275254209,0.3426350544561313,9122.4880756743,0.1139359865109199
k12,VCAM1,ITGB1,k15,0.6414285714285715,72.59267624952194,0.3325286920562516,0.7437275985663082,149.0702754142783,0.4064455285287272,10821.41024157577,0.1351547999937696
k14,VCAM1,ITGB1,k12,0.6786188579017264,87.40880313128235,0.4003976224755747,0.6492857142857142,92.02863354564761,0.2509194170151416,8044.112712032436,0.10046753800582
k14,VCAM1,ITGB1,k14,0.6786188579017264,87.40880313128235,0.4003976224755747,0.548472775564409,125.66678275254209,0.3426350544561313,10984.38307375858,0.137190261181024
k14,VCAM1,ITGB1,k15,0.6786188579017264,87.40880313128235,0.4003976224755747,0.7437275985663082,149.0702754142783,0.4064455285287272,13030.054356412691,0.1627398232887307
k15,VCAM1,ITGB1,k12,0.3826164874551971,58.30352101068655,0.2670736854681737,0.6492857142857142,92.02863354564761,0.2509194170151416,5365.593369513438,0.06701397345775942
k15,VCAM1,ITGB1,k14,0.3826164874551971,58.30352101068655,0.2670736854681737,0.548472775564409,125.66678275254209,0.3426350544561313,7326.815908558223,0.09150880676418736
k15,VCAM1,ITGB1,k15,0.3826164874551971,58.30352101068655,0.2670736854681737,0.7437275985663082,149.0702754142783,0.4064455285287272,8691.321934685204,0.1085509052462269
k12,ADM,RAMP2,k12,0.2207142857142857,11.35953768259767,0.3055590407522673,0.3342857142857143,32.498165068522376,0.5073738158708764,369.1641307111594,0.1550326564803225
k12,ADM,RAMP2,k14,0.2207142857142857,11.35953768259767,0.3055590407522673,0.2151394422310757,20.16788239327042,0.3148687141668805,229.0978200245535,0.09621098226373184
k12,ADM,CALCRL,k14,0.2207142857142857,11.35953768259767,0.3055590407522673,0.3134130146082337,24.147033651819264,0.6229306302764331,274.29913869079496,0.1903420858424722
k12,AZGP1,ITGAV,k12,0.3842857142857143,33.26250989701539,0.2723943586752263,0.215,15.60347556321388,0.2194115949286146,519.0107603492394,0.05976648068648852
k12,AZGP1,ITGAV,k14,0.3842857142857143,33.26250989701539,0.2723943586752263,0.2589641434262948,29.63105428847167,0.4166633808289076,985.6032365292896,0.1134967544043419
k12,AZGP1,ITGAV,k15,0.3842857142857143,33.26250989701539,0.2723943586752263,0.2186379928315412,25.88056125501031,0.3639250242424778,860.8524248850932,0.09913112358439594
k14,AZGP1,ITGAV,k12,0.4900398406374502,46.51750864669155,0.3809425979643768,0.215,15.60347556321388,0.2194115949286146,725.8348094302416,0.08358322299561394
k14,AZGP1,ITGAV,k14,0.4900398406374502,46.51750864669155,0.3809425979643768,0.2589641434262948,29.63105428847167,0.4166633808289076,1378.362824074568,0.1587248307695846
k14,AZGP1,ITGAV,k15,0.4900398406374502,46.51750864669155,0.3809425979643768,0.2186379928315412,25.88056125501031,0.3639250242424778,1203.899231961172,0.1386345441991783
k15,AZGP1,ITGAV,k12,0.2804659498207885,42.33157752159197,0.3466630433603968,0.215,15.60347556321388,0.2194115949286146,660.5197354104541,0.07606189124651214
k15,AZGP1,ITGAV,k14,0.2804659498207885,42.33157752159197,0.3466630433603968,0.2589641434262948,29.63105428847167,0.4166633808289076,1254.329271658939,0.1444417956549811
k15,AZGP1,ITGAV,k15,0.2804659498207885,42.33157752159197,0.3466630433603968,0.2186379928315412,25.88056125501031,0.3639250242424778,1095.564985068778,0.1261593564589035
k12,CIRBP,TREM1,k12,0.5635714285714286,154.7788283365596,0.2955176282879068,0.2514285714285714,14.009996198814962,0.2445628729851637,2168.450796652233,0.07227264019185217
k12,CIRBP,TREM1,k14,0.5635714285714286,154.7788283365596,0.2955176282879068,0.398406374501992,35.066523642960185,0.6121321980408472,5427.555443293644,0.1808958553636944
k14,CIRBP,TREM1,k12,0.5617529880478087,108.1730043517996,0.2065336069175453,0.2514285714285714,14.009996198814962,0.2445628729851637,1515.503379783106,0.05051045227574336
k14,CIRBP,TREM1,k14,0.5617529880478087,108.1730043517996,0.2065336069175453,0.398406374501992,35.066523642960185,0.6121321980408472,3793.251214632414,0.1264258707717413
k15,CIRBP,TREM1,k12,0.5931899641577061,260.80314339640756,0.4979487647945479,0.2514285714285714,14.009996198814962,0.2445628729851637,3653.8510476226616,0.1217797805175682
k15,CIRBP,TREM1,k14,0.5931899641577061,260.80314339640756,0.4979487647945479,0.398406374501992,35.066523642960185,0.6121321980408472,9145.45959406846,0.3048104719054114
k12,EFNB3,EPHA4,k12,0.57,59.589303114453145,0.4629298034077092,0.2764285714285714,31.497388938423125,0.2353040500294014,1876.907456765519,0.1089292576211486
k12,EFNB3,EPHA4,k14,0.57,59.589303114453145,0.4629298034077092,0.2151394422310757,21.15020540319286,0.1580044936440425,1260.326000703804,0.07314498918017122
k12,EFNB3,EPHA4,k15,0.57,59.589303114453145,0.4629298034077092,0.4148745519713262,81.21065813847306,0.6066914563265561,4839.286523937702,0.2808555566063894
k14,EFNB3,EPHA4,k12,0.5272244355909694,41.92392999804735,0.3256932982551918,0.2764285714285714,31.497388938423125,0.2353040500294014,1320.494328975722,0.07663695214688042
k14,EFNB3,EPHA4,k14,0.5272244355909694,41.92392999804735,0.3256932982551918,0.2151394422310757,21.15020540319286,0.1580044936440425,886.6997307677805,0.05146100467406969
k14,EFNB3,EPHA4,k15,0.5272244355909694,41.92392999804735,0.3256932982551918,0.4148745519713262,81.21065813847306,0.6066914563265561,3404.669946892699,0.1975953414342417
k15,EFNB3,EPHA4,k12,0.2992831541218638,27.20888128973848,0.2113768983370989,0.2764285714285714,31.497388938423125,0.2353040500294014,857.0087165622767,0.04973784026137242
k15,EFNB3,EPHA4,k14,0.2992831541218638,27.20888128973848,0.2113768983370989,0.2151394422310757,21.15020540319286,0.1580044936440425,575.4734280690601,0.03339849978980156
k15,EFNB3,EPHA4,k15,0.2992831541218638,27.20888128973848,0.2113768983370989,0.4148745519713262,81.21065813847306,0.6066914563265561,2209.651156751248,0.1282405582859249
k12,EFNB3,EPHB3,k12,0.57,59.589303114453145,0.4629298034077092,0.3871428571428571,20.406990072495784,0.4261082586857331,1216.0383170835871,0.1972582124237877
k12,EFNB3,EPHB3,k14,0.57,59.589303114453145,0.4629298034077092,0.3426294820717131,15.104985337883111,0.3153997221997832,900.0955498384869,0.1460079313927917
k14,EFNB3,EPHB3,k12,0.5272244355909694,41.92392999804735,0.3256932982551918,0.3871428571428571,20.406990072495784,0.4261082586857331,855.5412232701601,0.1387806041851329
k14,EFNB3,EPHB3,k14,0.5272244355909694,41.92392999804735,0.3256932982551918,0.3426294820717131,15.104985337883111,0.3153997221997832,633.2603479269429,0.1027235757920186
k15,EFNB3,EPHB3,k12,0.2992831541218638,27.20888128973848,0.2113768983370989,0.3871428571428571,20.406990072495784,0.4261082586857331,555.2513703634094,0.09006944207681243
k15,EFNB3,EPHB3,k14,0.2992831541218638,27.20888128973848,0.2113768983370989,0.3426294820717131,15.104985337883111,0.3153997221997832,410.9897529417019,0.0666682150149728
k12,EFNB3,EPHB4,k15,0.57,59.589303114453145,0.4629298034077092,0.2007168458781362,24.349731304608323,0.6096208210539135,1450.983519465794,0.2822116468437344
k14,EFNB3,EPHB4,k15,0.5272244355909694,41.92392999804735,0.3256932982551918,0.2007168458781362,24.349731304608323,0.6096208210539135,1020.836430685661,0.1985494158940872
k15,EFNB3,EPHB4,k15,0.2992831541218638,27.20888128973848,0.2113768983370989,0.2007168458781362,24.349731304608323,0.6096208210539135,662.5289485041168,0.1288597583160918
k12,EFNB3,EPHB6,k15,0.57,59.589303114453145,0.4629298034077092,0.267921146953405,34.322120837056104,0.5572827867846776,2045.2312620902248,0.2579828109287311
k14,EFNB3,EPHB6,k15,0.5272244355909694,41.92392999804735,0.3256932982551918,0.267921146953405,34.322120837056104,0.5572827867846776,1438.918191357263,0.1815032688887465
k15,EFNB3,EPHB6,k15,0.2992831541218638,27.20888128973848,0.2113768983370989,0.267921146953405,34.322120837056104,0.5572827867846776,933.8665114675192,0.1177967069671999
k12,CXCL10,SDC4,k12,0.5207142857142857,803.8955608825362,0.3530877164941361,0.6621428571428571,135.85378751037908,0.5431435166923154,109212.2567086731,0.1917773040374844
k12,CXCL10,SDC4,k14,0.5207142857142857,803.8955608825362,0.3530877164941361,0.6427622841965471,72.00696004482461,0.2878838656013261,57886.075532680654,0.10164825672067698
k12,CXCL10,SDC4,k15,0.5207142857142857,803.8955608825362,0.3530877164941361,0.3449820788530466,42.264280794050656,0.1689726177063586,33976.067714230354,0.059662155735974776
k14,CXCL10,SDC4,k12,0.3638778220451527,565.0028197702827,0.2481610362749435,0.6621428571428571,135.85378751037908,0.5431435166923154,76757.77301983703,0.1347870579483821
k14,CXCL10,SDC4,k14,0.3638778220451527,565.0028197702827,0.2481610362749435,0.6427622841965471,72.00696004482461,0.2878838656013261,40684.13546841199,0.07144155841446165
k14,CXCL10,SDC4,k15,0.3638778220451527,565.0028197702827,0.2481610362749435,0.3449820788530466,42.264280794050656,0.1689726177063586,23879.437824201632,0.04193241991209982
k15,CXCL10,SDC4,k12,0.3781362007168459,907.860405703564,0.3987512472309201,0.6621428571428571,135.85378751037908,0.5431435166923154,123336.27464553849,0.2165791547064489
k15,CXCL10,SDC4,k14,0.3781362007168459,907.860405703564,0.3987512472309201,0.6427622841965471,72.00696004482461,0.2878838656013261,65372.26795977478,0.1147940504661874
