Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
k12,AGT,LRP2,k12,15,0.01800720288115246,0.7484284433670896,623.4408933247856,0.4014041150312148,0.4205175871591812,29,0.03481392557022809,1.431070225678272,1192.08149799,0.302717239461334,0.2949975718449472,1.071053661353379,0.1215119456106691,743192.3540228345,0.1240516671300544
k12,AGT,LRP2,k14,15,0.01800720288115246,0.7484284433670896,623.4408933247856,0.4014041150312148,0.4205175871591812,10,0.02604166666666667,1.177055849383567,451.9894461632896,0.24898505399924,0.1118512361298568,0.8809420771102703,0.09994362525656415,281788.7040894164,0.04703541193809922
k12,AGT,LRP2,k15,15,0.01800720288115246,0.7484284433670896,623.4408933247856,0.4014041150312148,0.4205175871591812,19,0.01679929266136163,2.119289609042476,2396.91654782704,0.448297706539426,0.5931511920251961,1.586136623139708,0.1799485441639815,1494335.793802251,0.2494305080910276
k14,AGT,LRP2,k12,4,0.01041666666666667,0.539747357329079,207.2629852143663,0.2894823309151678,0.1398011124758687,29,0.03481392557022809,1.431070225678272,1192.08149799,0.302717239461334,0.2949975718449472,0.7724163724621758,0.08763129208747199,247074.3698922211,0.0412409887216036
k14,AGT,LRP2,k14,4,0.01041666666666667,0.539747357329079,207.2629852143663,0.2894823309151678,0.1398011124758687,10,0.02604166666666667,1.177055849383567,451.9894461632896,0.24898505399924,0.1118512361298568,0.6353127841335146,0.07207677379473892,93680.68189719152,0.01563692724275505
k14,AGT,LRP2,k15,4,0.01041666666666667,0.539747357329079,207.2629852143663,0.2894823309151678,0.1398011124758687,19,0.01679929266136163,2.119289609042476,2396.91654782704,0.448297706539426,0.5931511920251961,1.143880965895653,0.1297742650329569,496792.0790123458,0.08292319651151
k15,AGT,LRP2,k12,7,0.00618921308576481,0.5763502849641362,651.852172294438,0.3091135540536173,0.4396813003649502,29,0.03481392557022809,1.431070225678272,1192.08149799,0.302717239461334,0.2949975718449472,0.8247977323733626,0.09357400176319289,777060.9140167894,0.1297049159932892
k15,AGT,LRP2,k14,7,0.00618921308576481,0.5763502849641362,651.852172294438,0.3091135540536173,0.4396813003649502,10,0.02604166666666667,1.177055849383567,451.9894461632896,0.24898505399924,0.1118512361298568,0.6783964742109221,0.0769646549479369,294630.3023357003,0.04917889694900254
k15,AGT,LRP2,k15,7,0.00618921308576481,0.5763502849641362,651.852172294438,0.3091135540536173,0.4396813003649502,19,0.01679929266136163,2.119289609042476,2396.91654782704,0.448297706539426,0.5931511920251961,1.221453170093164,0.1385748973424875,1562435.258509541,0.2607974874226585
k12,COMP,CD47,k12,8,0.009603841536614645,0.4121635328387261,343.3322228546589,0.02586842168357957,0.0193309534139087,292,0.3505402160864346,21.63076788680071,18018.42964970499,0.2218833826754192,0.2319675484395145,8.915413710238246,0.005739772907626799,6186307.503983507,0.004484153872422864
